paper,regression number,original table number,regression command,variance-covariance estimator,interactions included
FieldPandePappRigol_2013,33.0,2,regress,cluster,0
FieldPandePappRigol_2013,34.0,2,regress,cluster,0
FieldPandePappRigol_2013,35.0,2,regress,cluster,0
FieldPandePappRigol_2013,36.0,2,regress,cluster,0
FieldPandePappRigol_2013,37.0,2,regress,cluster,0
FieldPandePappRigol_2013,38.0,2,regress,cluster,0
FieldPandePappRigol_2013,39.0,2,regress,cluster,0
FieldPandePappRigol_2013,40.0,2,regress,cluster,0
FieldPandePappRigol_2013,41.0,2,regress,cluster,0
FieldPandePappRigol_2013,42.0,2,regress,cluster,0
FieldPandePappRigol_2013,43.0,2,regress,cluster,0
FieldPandePappRigol_2013,44.0,2,regress,cluster,0
FieldPandePappRigol_2013,45.0,2,regress,cluster,0
FieldPandePappRigol_2013,46.0,2,regress,cluster,0
FieldPandePappRigol_2013,47.0,2,regress,cluster,0
FieldPandePappRigol_2013,48.0,2,regress,cluster,0
FieldPandePappRigol_2013,49.0,3,regress,cluster,0
FieldPandePappRigol_2013,50.0,3,regress,cluster,0
FieldPandePappRigol_2013,51.0,3,regress,cluster,0
FieldPandePappRigol_2013,52.0,3,regress,cluster,0
FieldPandePappRigol_2013,53.0,3,regress,cluster,0
FieldPandePappRigol_2013,54.0,3,regress,cluster,0
FieldPandePappRigol_2013,55.0,3,regress,cluster,0
FieldPandePappRigol_2013,56.0,3,regress,cluster,0
FieldPandePappRigol_2013,57.0,3,regress,cluster,0
FieldPandePappRigol_2013,58.0,3,regress,cluster,0
FieldPandePappRigol_2013,59.0,3,regress,cluster,0
FieldPandePappRigol_2013,60.0,3,regress,cluster,0
FieldPandePappRigol_2013,61.0,3,regress,cluster,0
FieldPandePappRigol_2013,62.0,3,regress,cluster,0
FieldPandePappRigol_2013,63.0,4,regress,cluster,0
FieldPandePappRigol_2013,64.0,4,regress,cluster,0
FieldPandePappRigol_2013,65.0,4,regress,cluster,0
FieldPandePappRigol_2013,66.0,4,regress,cluster,0
FieldPandePappRigol_2013,67.0,4,regress,cluster,0
FieldPandePappRigol_2013,68.0,4,regress,cluster,0
FieldPandePappRigol_2013,69.0,4,regress,cluster,0
FieldPandePappRigol_2013,70.0,4,regress,cluster,0
FieldPandePappRigol_2013,71.0,4,regress,cluster,0
FieldPandePappRigol_2013,72.0,4,regress,cluster,0
FieldPandePappRigol_2013,73.0,4,regress,cluster,0
FieldPandePappRigol_2013,74.0,4,regress,cluster,0
FieldPandePappRigol_2013,75.0,5,regress,cluster,1
FieldPandePappRigol_2013,76.0,5,regress,cluster,1
FieldPandePappRigol_2013,77.0,5,regress,cluster,1
FieldPandePappRigol_2013,78.0,5,regress,cluster,1
FieldPandePappRigol_2013,79.0,5,regress,cluster,1
FieldPandePappRigol_2013,80.0,5,regress,cluster,1
FieldPandePappRigol_2013,81.0,5,regress,cluster,1
FieldPandePappRigol_2013,82.0,5,regress,cluster,1
FieldPandePappRigol_2013,83.0,5,regress,cluster,1
FieldPandePappRigol_2013,84.0,5,regress,cluster,1
FieldPandePappRigol_2013,85.0,5,regress,cluster,1
FieldPandePappRigol_2013,86.0,5,regress,cluster,1
FieldPandePappRigol_2013,87.0,5,regress,cluster,1
FieldPandePappRigol_2013,88.0,5,regress,cluster,1
FieldPandePappRigol_2013,89.0,5,regress,cluster,1
FieldPandePappRigol_2013,90.0,5,regress,cluster,1
FieldPandePappRigol_2013,91.0,5,regress,cluster,1
FieldPandePappRigol_2013,92.0,5,regress,cluster,1
FieldPandePappRigol_2013,93.0,5,regress,cluster,1
FieldPandePappRigol_2013,94.0,5,regress,cluster,1
FieldPandePappRigol_2013,95.0,5,regress,cluster,1
FieldPandePappRigol_2013,96.0,5,regress,cluster,1
FieldPandePappRigol_2013,97.0,5,regress,cluster,1
FieldPandePappRigol_2013,98.0,5,regress,cluster,1
FieldPandePappRigol_2013,99.0,5,regress,cluster,1
FieldPandePappRigol_2013,100.0,5,regress,cluster,1
FieldPandePappRigol_2013,101.0,5,regress,cluster,1
FieldPandePappRigol_2013,102.0,5,regress,cluster,1
GalianiRossiSchargrodsky_2011,1.0,4,areg,robust,0
GalianiRossiSchargrodsky_2011,2.0,4,areg,robust,0
GalianiRossiSchargrodsky_2011,3.0,4,areg,robust,0
GalianiRossiSchargrodsky_2011,4.0,4,areg,robust,0
GalianiRossiSchargrodsky_2011,5.0,4,areg,robust,0
GalianiRossiSchargrodsky_2011,6.0,5,areg,robust,1
GalianiRossiSchargrodsky_2011,7.0,5,areg,robust,1
GalianiRossiSchargrodsky_2011,8.0,5,areg,robust,0
GalianiRossiSchargrodsky_2011,9.0,5,areg,robust,0
GalianiRossiSchargrodsky_2011,10.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,11.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,12.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,13.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,14.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,15.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,16.0,6,ivreg,robust,0
GalianiRossiSchargrodsky_2011,17.0,7,areg,robust,0
GalianiRossiSchargrodsky_2011,18.0,7,areg,robust,0
GalianiRossiSchargrodsky_2011,19.0,7,areg,robust,0
GalianiRossiSchargrodsky_2011,20.0,7,areg,robust,0
GalianiRossiSchargrodsky_2011,21.0,7,areg,robust,0
GalianiRossiSchargrodsky_2011,22.0,7,areg,robust,0
GerberKarlanBergan_2009,1.0,2,areg,default,0
GerberKarlanBergan_2009,2.0,2,areg,default,0
GerberKarlanBergan_2009,3.0,2,areg,default,0
GerberKarlanBergan_2009,4.0,2,areg,default,0
GerberKarlanBergan_2009,5.0,2,areg,default,0
GerberKarlanBergan_2009,6.0,2,areg,default,0
GerberKarlanBergan_2009,7.0,2,areg,default,0
GerberKarlanBergan_2009,8.0,2,areg,default,0
GerberKarlanBergan_2009,9.0,2,areg,default,0
GerberKarlanBergan_2009,10.0,2,areg,default,0
GerberKarlanBergan_2009,11.0,3,areg,default,0
GerberKarlanBergan_2009,12.0,3,areg,default,0
GerberKarlanBergan_2009,13.0,3,areg,default,0
GerberKarlanBergan_2009,14.0,3,areg,default,0
GerberKarlanBergan_2009,15.0,3,areg,default,0
GerberKarlanBergan_2009,16.0,3,areg,default,0
GerberKarlanBergan_2009,17.0,4,areg,default,0
GerberKarlanBergan_2009,18.0,4,areg,default,0
GerberKarlanBergan_2009,19.0,4,areg,default,0
GerberKarlanBergan_2009,20.0,4,areg,default,0
GerberKarlanBergan_2009,21.0,4,areg,default,0
GerberKarlanBergan_2009,22.0,4,areg,default,0
GerberKarlanBergan_2009,23.0,4,areg,default,0
GerberKarlanBergan_2009,24.0,4,areg,default,0
GerberKarlanBergan_2009,25.0,4,areg,default,0
GerberKarlanBergan_2009,26.0,4,areg,default,0
GerberKarlanBergan_2009,27.0,102,areg,default,0
GerberKarlanBergan_2009,28.0,102,areg,default,0
GerberKarlanBergan_2009,29.0,102,areg,default,0
GerberKarlanBergan_2009,30.0,102,areg,default,0
GerberKarlanBergan_2009,31.0,102,areg,default,0
GerberKarlanBergan_2009,32.0,102,areg,default,0
GerberKarlanBergan_2009,33.0,102,areg,default,0
GerberKarlanBergan_2009,34.0,102,areg,default,0
GerberKarlanBergan_2009,35.0,102,areg,default,0
GerberKarlanBergan_2009,36.0,102,areg,default,0
GerberKarlanBergan_2009,37.0,102,areg,default,0
GerberKarlanBergan_2009,38.0,102,areg,default,0
GerberKarlanBergan_2009,39.0,102,areg,default,0
GerberKarlanBergan_2009,40.0,102,areg,default,0
GerberKarlanBergan_2009,41.0,102,areg,default,0
GerberKarlanBergan_2009,42.0,102,areg,default,0
GerberKarlanBergan_2009,43.0,102,areg,default,0
GerberKarlanBergan_2009,44.0,102,areg,default,0
GerberKarlanBergan_2009,45.0,102,areg,default,0
GerberKarlanBergan_2009,46.0,102,areg,default,0
GerberKarlanBergan_2009,47.0,102,areg,default,0
GerberKarlanBergan_2009,48.0,102,areg,default,0
GerberKarlanBergan_2009,49.0,102,areg,default,0
GerberKarlanBergan_2009,50.0,102,areg,default,0
GertlerMartinezRubio-Codina_2012,1.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,2.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,3.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,4.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,5.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,6.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,7.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,8.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,9.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,10.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,11.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,12.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,13.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,14.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,15.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,16.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,17.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,18.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,19.0,3,reg,cluster,0
GertlerMartinezRubio-Codina_2012,20.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,21.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,22.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,23.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,24.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,25.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,26.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,27.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,28.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,29.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,30.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,31.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,32.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,33.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,34.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,35.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,36.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,37.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,38.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,39.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,40.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,41.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,42.0,2,reg,cluster,0
GertlerMartinezRubio-Codina_2012,43.0,2,reg,cluster,1
GertlerMartinezRubio-Codina_2012,44.0,4,reg,cluster,0
GertlerMartinezRubio-Codina_2012,45.0,4,reg,cluster,0
GertlerMartinezRubio-Codina_2012,46.0,4,reg,cluster,0
GertlerMartinezRubio-Codina_2012,47.0,4,reg,cluster,0
GertlerMartinezRubio-Codina_2012,48.0,4,reg,cluster,0
GertlerMartinezRubio-Codina_2012,49.0,4,reg,cluster,0
GertlerMartinezRubio-Codina_2012,50.0,6,reg,cluster,0
GertlerMartinezRubio-Codina_2012,51.0,6,reg,cluster,0
GertlerMartinezRubio-Codina_2012,52.0,6,reg,cluster,0
GertlerMartinezRubio-Codina_2012,53.0,6,reg,cluster,0
GertlerMartinezRubio-Codina_2012,54.0,6,reg,cluster,0
GertlerMartinezRubio-Codina_2012,55.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,56.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,57.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,58.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,59.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,60.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,61.0,5,reg,cluster,0
GertlerMartinezRubio-Codina_2012,62.0,7,reg,cluster,0
GertlerMartinezRubio-Codina_2012,63.0,7,reg,cluster,0
GertlerMartinezRubio-Codina_2012,64.0,7,reg,cluster,0
GertlerMartinezRubio-Codina_2012,65.0,7,reg,cluster,0
GertlerMartinezRubio-Codina_2012,66.0,7,reg,cluster,0
GertlerMartinezRubio-Codina_2012,67.0,7,reg,cluster,0
GertlerMartinezRubio-Codina_2012,68.0,7,reg,cluster,0
GineJakielaKarlanMorduch_2010,1.0,5,reg,cluster,0
GineJakielaKarlanMorduch_2010,2.0,5,areg,cluster,0
GineJakielaKarlanMorduch_2010,3.0,5,reg,cluster,0
GineJakielaKarlanMorduch_2010,4.0,5,areg,cluster,0
GineJakielaKarlanMorduch_2010,5.0,5,reg,cluster,0
GineJakielaKarlanMorduch_2010,6.0,5,areg,cluster,0
GineJakielaKarlanMorduch_2010,7.0,6,reg,cluster,0
GineJakielaKarlanMorduch_2010,8.0,6,areg,cluster,0
GineJakielaKarlanMorduch_2010,9.0,6,reg,cluster,0
GineJakielaKarlanMorduch_2010,10.0,6,areg,cluster,0
GineJakielaKarlanMorduch_2010,11.0,6,reg,cluster,0
GineJakielaKarlanMorduch_2010,12.0,6,areg,cluster,0
GineJakielaKarlanMorduch_2010,13.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,14.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,15.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,16.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,17.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,18.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,19.0,7,areg,cluster,0
GineJakielaKarlanMorduch_2010,20.0,8,areg,cluster,0
GineJakielaKarlanMorduch_2010,21.0,8,areg,cluster,0
GineJakielaKarlanMorduch_2010,22.0,8,areg,cluster,0
GineJakielaKarlanMorduch_2010,23.0,8,areg,cluster,0
GineJakielaKarlanMorduch_2010,24.0,8,areg,cluster,0
GineJakielaKarlanMorduch_2010,25.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,26.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,27.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,28.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,29.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,30.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,31.0,9,mlogit,cluster,0
GineJakielaKarlanMorduch_2010,32.0,9,mlogit,cluster,0
GuryanKroftNotowidigdo_2009,1.0,4,areg,cluster,0
GuryanKroftNotowidigdo_2009,2.0,4,areg,cluster,0
GuryanKroftNotowidigdo_2009,3.0,5,areg,cluster,0
GuryanKroftNotowidigdo_2009,4.0,5,areg,cluster,0
GuryanKroftNotowidigdo_2009,5.0,5,areg,cluster,0
GuryanKroftNotowidigdo_2009,6.0,5,areg,cluster,0
GuryanKroftNotowidigdo_2009,7.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,8.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,9.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,10.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,11.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,12.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,13.0,6,areg,cluster,0
GuryanKroftNotowidigdo_2009,14.0,6,areg,cluster,1
GuryanKroftNotowidigdo_2009,15.0,7,areg,cluster,0
GuryanKroftNotowidigdo_2009,16.0,7,areg,cluster,0
GuryanKroftNotowidigdo_2009,17.0,7,areg,cluster,0
GuryanKroftNotowidigdo_2009,18.0,7,areg,cluster,0
GuryanKroftNotowidigdo_2009,19.0,7,areg,cluster,0
GuryanKroftNotowidigdo_2009,20.0,8,areg,cluster,1
GuryanKroftNotowidigdo_2009,21.0,8,areg,cluster,1
GuryanKroftNotowidigdo_2009,22.0,8,areg,cluster,1
GuryanKroftNotowidigdo_2009,23.0,4,meadjusted,default,0
HeffetzShayo_2009,1.0,1,ttest,default,0
HeffetzShayo_2009,2.0,1,ttest,default,0
HeffetzShayo_2009,3.0,1,ttest,default,0
HeffetzShayo_2009,4.0,1,ttest,default,0
HeffetzShayo_2009,5.0,1,ttest,default,0
HeffetzShayo_2009,6.0,1,ttest,default,0
HeffetzShayo_2009,7.0,1,ttest,default,0
HeffetzShayo_2009,8.0,1,ttest,default,0
HeffetzShayo_2009,9.0,1,ttest,default,0
HeffetzShayo_2009,10.0,1,ttest,default,0
HeffetzShayo_2009,11.0,2,reg,default,0
HeffetzShayo_2009,12.0,2,reg,default,0
HeffetzShayo_2009,13.0,2,reg,default,0
HeffetzShayo_2009,14.0,2,reg,default,0
HeffetzShayo_2009,15.0,2,ologit,default,0
HeffetzShayo_2009,16.0,2,ologit,default,0
HeffetzShayo_2009,17.0,3,reg,cluster,0
HeffetzShayo_2009,18.0,3,reg,cluster,0
HeffetzShayo_2009,19.0,3,reg,cluster,0
HeffetzShayo_2009,20.0,3,reg,cluster,0
IfcherZarghamee_2011,1.0,2,regress,default,0
IfcherZarghamee_2011,2.0,2,regress,default,0
IfcherZarghamee_2011,3.0,2,regress,default,0
IfcherZarghamee_2011,4.0,2,regress,default,0
IfcherZarghamee_2011,5.0,2,regress,default,0
IfcherZarghamee_2011,6.0,2,regress,default,0
IfcherZarghamee_2011,7.0,2,regress,default,0
IfcherZarghamee_2011,8.0,2,regress,default,0
IfcherZarghamee_2011,9.0,2,regress,default,0
IfcherZarghamee_2011,10.0,2,regress,default,0
IfcherZarghamee_2011,11.0,2,regress,default,0
IfcherZarghamee_2011,12.0,2,regress,default,0
IfcherZarghamee_2011,13.0,2,regress,default,0
IfcherZarghamee_2011,14.0,2,regress,default,0
IfcherZarghamee_2011,15.0,2,regress,default,0
IfcherZarghamee_2011,16.0,2,regress,default,0
IfcherZarghamee_2011,17.0,2,regress,default,0
IfcherZarghamee_2011,18.0,2,regress,default,0
IfcherZarghamee_2011,19.0,2,regress,default,0
IfcherZarghamee_2011,20.0,2,regress,default,0
IfcherZarghamee_2011,21.0,2,regress,default,0
IfcherZarghamee_2011,22.0,2,regress,default,0
IfcherZarghamee_2011,23.0,2,regress,default,0
IfcherZarghamee_2011,24.0,2,regress,default,0
IfcherZarghamee_2011,25.0,2,regress,default,0
IfcherZarghamee_2011,26.0,2,regress,default,0
IfcherZarghamee_2011,27.0,2,regress,default,0
IfcherZarghamee_2011,28.0,2,regress,default,0
IfcherZarghamee_2011,29.0,2,regress,default,0
IfcherZarghamee_2011,30.0,2,regress,default,0
IfcherZarghamee_2011,31.0,3,regress,cluster,0
IfcherZarghamee_2011,32.0,3,regress,cluster,0
IfcherZarghamee_2011,33.0,3,regress,cluster,0
IfcherZarghamee_2011,34.0,3,regress,cluster,0
IfcherZarghamee_2011,35.0,3,regress,cluster,0
IfcherZarghamee_2011,36.0,3,regress,cluster,0
IfcherZarghamee_2011,37.0,3,regress,cluster,0
IfcherZarghamee_2011,38.0,3,regress,cluster,0
KosfeldNeckermann_2011,1.0,2,reg,cluster,0
KosfeldNeckermann_2011,2.0,2,reg,cluster,0
KosfeldNeckermann_2011,3.0,2,reg,cluster,0
KosfeldNeckermann_2011,4.0,2,reg,cluster,0
KubeMarechalPuppe_2012,1.0,2,reg,cluster,0
KubeMarechalPuppe_2012,2.0,2,reg,cluster,1
KubeMarechalPuppe_2012,3.0,2,reg,cluster,0
KubeMarechalPuppe_2012,4.0,2,reg,cluster,1
LandryLangeListPriceRupp_2010,1.0,3,areg,default,0
LandryLangeListPriceRupp_2010,2.0,3,areg,default,1
LandryLangeListPriceRupp_2010,3.0,3,areg,default,0
LandryLangeListPriceRupp_2010,4.0,4,areg,default,0
LandryLangeListPriceRupp_2010,5.0,4,areg,default,1
LandryLangeListPriceRupp_2010,6.0,4,areg,default,0
LarkinLeider_2012,1.0,1,xtreg,cluster,0
LarkinLeider_2012,2.0,1,xtreg,cluster,0
LarkinLeider_2012,3.0,1,xtreg,cluster,0
LarkinLeider_2012,4.0,1,xtreg,cluster,0
LarkinLeider_2012,5.0,1,xtreg,cluster,0
LarkinLeider_2012,6.0,2,xtreg,cluster,0
LarkinLeider_2012,7.0,2,xtreg,cluster,0
LarkinLeider_2012,8.0,3,xtreg,cluster,1
LarkinLeider_2012,9.0,3,xtreg,cluster,1
LarkinLeider_2012,10.0,3,xtreg,cluster,1
LarkinLeider_2012,11.0,3,xtreg,cluster,1
LarkinLeider_2012,12.0,3,xtreg,cluster,1
LarkinLeider_2012,13.0,4,xtreg,cluster,1
LarkinLeider_2012,14.0,4,xtreg,cluster,1
LarkinLeider_2012,15.0,4,xtreg,cluster,1
LarkinLeider_2012,16.0,4,xtreg,cluster,1
LarkinLeider_2012,17.0,4,xtreg,cluster,1
LarkinLeider_2012,18.0,5,xtreg,cluster,1
LarkinLeider_2012,19.0,5,xtreg,cluster,1
LarkinLeider_2012,20.0,5,xtreg,cluster,1
LarkinLeider_2012,21.0,5,xtreg,cluster,1
LarkinLeider_2012,22.0,5,xtreg,cluster,1
LarkinLeider_2012,23.0,6,xtreg,cluster,1
LazearMalmendierWeber_2012,1.0,1,reg,hc3,0
LazearMalmendierWeber_2012,2.0,1,reg,hc3,1
LazearMalmendierWeber_2012,3.0,1,tobit,jackknife,0
LazearMalmendierWeber_2012,4.0,1,tobit,jackknife,1
LazearMalmendierWeber_2012,5.0,1,probit,robust,0
LazearMalmendierWeber_2012,6.0,1,probit,robust,1
LazearMalmendierWeber_2012,7.0,2,reg,hc3,0
OsterThornton_2011,1.0,2,areg,cluster,0
OsterThornton_2011,2.0,2,areg,cluster,1
OsterThornton_2011,3.0,2,areg,cluster,0
OsterThornton_2011,4.0,2,areg,cluster,1
Robinson_2012,1.0,3,areg,cluster,0
Robinson_2012,2.0,3,areg,cluster,0
Robinson_2012,3.0,3,areg,cluster,0
Robinson_2012,4.0,3,areg,cluster,0
Robinson_2012,5.0,3,areg,cluster,0
Robinson_2012,6.0,3,areg,cluster,0
Robinson_2012,7.0,3,areg,cluster,0
Robinson_2012,8.0,3,areg,cluster,0
Robinson_2012,9.0,3,areg,cluster,0
Robinson_2012,10.0,3,areg,cluster,0
Robinson_2012,11.0,3,areg,cluster,0
Robinson_2012,12.0,3,areg,cluster,0
Robinson_2012,13.0,3,areg,cluster,0
Robinson_2012,14.0,3,areg,cluster,0
Robinson_2012,15.0,4,areg,cluster,0
Robinson_2012,16.0,4,areg,cluster,0
Robinson_2012,17.0,4,areg,cluster,0
Robinson_2012,18.0,4,areg,cluster,0
Robinson_2012,19.0,4,areg,cluster,0
Robinson_2012,20.0,4,areg,cluster,0
Robinson_2012,21.0,4,areg,cluster,0
Robinson_2012,22.0,4,areg,cluster,0
Robinson_2012,23.0,4,areg,cluster,0
Robinson_2012,24.0,4,areg,cluster,0
Robinson_2012,25.0,4,areg,cluster,0
Robinson_2012,26.0,4,areg,cluster,0
Sautmann_2013,1.0,5,xtreg,cluster,1
Sautmann_2013,2.0,5,xtreg,cluster,1
Sautmann_2013,3.0,5,xtreg,cluster,1
Sautmann_2013,4.0,5,xtreg,cluster,1
Sautmann_2013,5.0,6,xtreg,cluster,1
Sautmann_2013,6.0,6,xtreg,cluster,1
Sautmann_2013,7.0,6,xtreg,cluster,1
Sautmann_2013,8.0,6,xtreg,cluster,1
Sautmann_2013,9.0,7,xtreg,cluster,1
Sautmann_2013,10.0,7,xtreg,cluster,1
Sautmann_2013,11.0,7,xtreg,cluster,1
Sautmann_2013,12.0,7,xtreg,cluster,1
Sautmann_2013,13.0,7,xtreg,cluster,1
Sautmann_2013,14.0,7,xtreg,cluster,1
Sautmann_2013,15.0,104,xtprobit,default,1
Sautmann_2013,16.0,104,xtprobit,default,1
Sautmann_2013,17.0,104,xtprobit,default,1
Sautmann_2013,18.0,104,xtprobit,default,1
Sautmann_2013,19.0,105,xtreg,cluster,1
Sautmann_2013,20.0,105,xtreg,cluster,1
Sautmann_2013,21.0,105,xtreg,cluster,1
Sautmann_2013,22.0,105,xtreg,cluster,1
Sautmann_2013,23.0,105,xtreg,cluster,1
Sautmann_2013,24.0,105,xtreg,cluster,1
Thornton_2008,1.0,4,reg,cluster,0
Thornton_2008,2.0,4,reg,cluster,0
Thornton_2008,3.0,4,reg,cluster,0
Thornton_2008,4.0,4,reg,cluster,0
Thornton_2008,5.0,4,reg,cluster,0
Thornton_2008,6.0,4,probit,cluster,0
Thornton_2008,7.0,4,probit,cluster,0
Thornton_2008,8.0,4,probit,cluster,0
Thornton_2008,9.0,4,probit,cluster,0
Thornton_2008,10.0,4,probit,cluster,0
Thornton_2008,11.0,5,reg,cluster,0
Thornton_2008,12.0,5,reg,cluster,1
Thornton_2008,13.0,5,reg,cluster,1
Thornton_2008,14.0,5,reg,cluster,1
Thornton_2008,15.0,5,reg,cluster,0
Thornton_2008,16.0,5,reg,cluster,1
Thornton_2008,17.0,6,reg,cluster,1
Thornton_2008,18.0,6,reg,cluster,1
VosslerDoyonRondeau_2012,1.0,3,cameronHet,cluster,1
VosslerDoyonRondeau_2012,2.0,3,cameronHet,cluster,1
WisdomDownsLoewenstein_2010,1.0,1,regress,default,0
WisdomDownsLoewenstein_2010,2.0,1,regress,default,0
WisdomDownsLoewenstein_2010,3.0,1,regress,default,1
WisdomDownsLoewenstein_2010,4.0,2,regress,default,0
WisdomDownsLoewenstein_2010,5.0,2,regress,default,0
WisdomDownsLoewenstein_2010,6.0,2,regress,default,1
WisdomDownsLoewenstein_2010,7.0,3,regress,default,0
WisdomDownsLoewenstein_2010,8.0,3,regress,default,0
WisdomDownsLoewenstein_2010,9.0,3,regress,default,1
WisdomDownsLoewenstein_2010,10.0,4,regress,default,1
WisdomDownsLoewenstein_2010,11.0,4,regress,default,1
WisdomDownsLoewenstein_2010,12.0,4,regress,default,1
WisdomDownsLoewenstein_2010,13.0,4,regress,default,1
WisdomDownsLoewenstein_2010,14.0,4,regress,default,1
WisdomDownsLoewenstein_2010,15.0,5,regress,default,1
WisdomDownsLoewenstein_2010,16.0,5,regress,default,1
WisdomDownsLoewenstein_2010,17.0,5,regress,default,1
