paper,regression number,original table number,regression command,variance-covariance estimator,interactions included
AbelerFalkGoetteHuffman_2011,1.0,1,reg,default,0
AbelerFalkGoetteHuffman_2011,2.0,1,reg,default,0
AbelerFalkGoetteHuffman_2011,3.0,1,reg,default,0
AbelerFalkGoetteHuffman_2011,4.0,1,reg,default,0
AbelerFalkGoetteHuffman_2011,5.0,1,reg,default,0
AbelerFalkGoetteHuffman_2011,6.0,1,reg,default,0
AbelerFalkGoetteHuffman_2011,7.0,1,tobit,default,0
AbelerFalkGoetteHuffman_2011,8.0,1,tobit,default,0
AbelerFalkGoetteHuffman_2011,9.0,1,tobit,default,0
AbelerFalkGoetteHuffman_2011,10.0,2,mlogit,default,0
AbelerFalkGoetteHuffman_2011,11.0,2,mlogit,default,0
AbelerFalkGoetteHuffman_2011,12.0,2,mlogit,default,0
AbelerFalkGoetteHuffman_2011,13.0,3,mlogit,default,0
AbelerFalkGoetteHuffman_2011,14.0,3,mlogit,default,0
AbelerFalkGoetteHuffman_2011,15.0,3,mlogit,default,0
AbelerFalkGoetteHuffman_2011,16.0,4,reg,default,0
AbelerFalkGoetteHuffman_2011,17.0,4,reg,default,0
AbelerFalkGoetteHuffman_2011,18.0,4,reg,default,0
AbelerFalkGoetteHuffman_2011,19.0,4,reg,default,0
AbelerFalkGoetteHuffman_2011,20.0,4,reg,default,0
AbelerFalkGoetteHuffman_2011,21.0,4,reg,default,0
AbelerFalkGoetteHuffman_2011,22.0,4,tobit,default,0
AbelerFalkGoetteHuffman_2011,23.0,4,tobit,default,0
AbelerFalkGoetteHuffman_2011,24.0,4,tobit,default,0
AkerKsollLybbert_2012,1.0,3,reg,cluster,0
AkerKsollLybbert_2012,2.0,3,reg,cluster,0
AkerKsollLybbert_2012,3.0,3,areg,cluster,0
AkerKsollLybbert_2012,4.0,3,areg,cluster,0
AkerKsollLybbert_2012,5.0,3,reg,cluster,0
AkerKsollLybbert_2012,6.0,3,reg,cluster,0
AkerKsollLybbert_2012,7.0,3,areg,cluster,0
AkerKsollLybbert_2012,8.0,3,areg,cluster,0
AkerKsollLybbert_2012,9.0,4,reg,cluster,1
AkerKsollLybbert_2012,10.0,4,areg,cluster,1
AkerKsollLybbert_2012,11.0,4,areg,cluster,1
AkerKsollLybbert_2012,12.0,4,reg,cluster,1
AkerKsollLybbert_2012,13.0,4,areg,cluster,1
AkerKsollLybbert_2012,14.0,4,areg,cluster,1
AkerKsollLybbert_2012,15.0,5,areg,cluster,1
AkerKsollLybbert_2012,16.0,5,areg,cluster,1
AkerKsollLybbert_2012,17.0,6,areg,cluster,0
AkerKsollLybbert_2012,18.0,6,areg,cluster,0
AkerKsollLybbert_2012,19.0,6,areg,cluster,0
AkerKsollLybbert_2012,20.0,6,areg,cluster,0
AkerKsollLybbert_2012,21.0,6,areg,cluster,0
AkerKsollLybbert_2012,22.0,7,areg,cluster,1
AkerKsollLybbert_2012,23.0,8,areg,robust,0
AkerKsollLybbert_2012,24.0,8,areg,robust,0
AkerKsollLybbert_2012,25.0,8,areg,robust,0
AkerKsollLybbert_2012,26.0,9,areg,cluster,0
AkerKsollLybbert_2012,27.0,9,areg,cluster,0
AkerKsollLybbert_2012,28.0,9,areg,cluster,0
AkerKsollLybbert_2012,29.0,9,areg,cluster,0
AkerKsollLybbert_2012,30.0,9,areg,cluster,0
AkerKsollLybbert_2012,31.0,9,areg,cluster,0
AkerKsollLybbert_2012,32.0,9,areg,cluster,0
AkerKsollLybbert_2012,33.0,9,areg,cluster,0
AkerKsollLybbert_2012,34.0,9,areg,cluster,0
AkerKsollLybbert_2012,35.0,9,areg,cluster,0
AkerKsollLybbert_2012,36.0,9,areg,cluster,0
AkerKsollLybbert_2012,37.0,9,areg,cluster,0
AkerKsollLybbert_2012,38.0,9,areg,cluster,0
AkerKsollLybbert_2012,39.0,9,areg,cluster,0
AkerKsollLybbert_2012,40.0,9,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,1.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,2.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,3.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,4.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,5.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,6.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,7.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,8.0,3,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,9.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,10.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,11.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,12.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,13.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,14.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,15.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,16.0,4,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,17.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,18.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,19.0,6,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,20.0,6,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,21.0,6,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,22.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,23.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,24.0,6,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,25.0,6,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,26.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,27.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,28.0,6,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,29.0,6,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,30.0,6,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,31.0,7,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,32.0,7,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,33.0,7,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,34.0,7,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,35.0,7,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,36.0,7,areg,cluster,1
AlatasBanerjeeHannaOlkenTobias_2012,37.0,8,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,38.0,8,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,39.0,8,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,40.0,8,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,41.0,9,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,42.0,9,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,43.0,9,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,44.0,9,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,45.0,10,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,46.0,10,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,47.0,10,areg,robust,0
AlatasBanerjeeHannaOlkenTobias_2012,48.0,10,areg,cluster,0
AlatasBanerjeeHannaOlkenTobias_2012,49.0,10,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,50.0,10,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,51.0,10,areg,default,0
AlatasBanerjeeHannaOlkenTobias_2012,52.0,10,areg,default,0
AngristLangOreopoulos_2009,1.0,3,reg,robust,0
AngristLangOreopoulos_2009,2.0,3,reg,robust,0
AngristLangOreopoulos_2009,3.0,3,reg,robust,0
AngristLangOreopoulos_2009,4.0,3,reg,robust,0
AngristLangOreopoulos_2009,5.0,3,reg,robust,0
AngristLangOreopoulos_2009,6.0,3,reg,robust,0
AngristLangOreopoulos_2009,7.0,3,reg,robust,0
AngristLangOreopoulos_2009,8.0,3,reg,robust,0
AngristLangOreopoulos_2009,9.0,3,reg,robust,0
AngristLangOreopoulos_2009,10.0,3,reg,robust,0
AngristLangOreopoulos_2009,11.0,3,reg,robust,0
AngristLangOreopoulos_2009,12.0,3,reg,robust,0
AngristLangOreopoulos_2009,13.0,3,reg,robust,0
AngristLangOreopoulos_2009,14.0,3,reg,robust,0
AngristLangOreopoulos_2009,15.0,3,reg,robust,0
AngristLangOreopoulos_2009,16.0,3,reg,robust,0
AngristLangOreopoulos_2009,17.0,3,reg,robust,0
AngristLangOreopoulos_2009,18.0,3,reg,robust,0
AngristLangOreopoulos_2009,19.0,3,reg,robust,0
AngristLangOreopoulos_2009,20.0,3,reg,robust,0
AngristLangOreopoulos_2009,21.0,3,reg,robust,0
AngristLangOreopoulos_2009,22.0,3,reg,robust,0
AngristLangOreopoulos_2009,23.0,3,reg,robust,0
AngristLangOreopoulos_2009,24.0,3,reg,robust,0
AngristLangOreopoulos_2009,25.0,5,reg,robust,0
AngristLangOreopoulos_2009,26.0,5,reg,robust,0
AngristLangOreopoulos_2009,27.0,5,reg,robust,0
AngristLangOreopoulos_2009,28.0,5,reg,robust,0
AngristLangOreopoulos_2009,29.0,5,reg,robust,0
AngristLangOreopoulos_2009,30.0,5,reg,robust,0
AngristLangOreopoulos_2009,31.0,5,reg,robust,0
AngristLangOreopoulos_2009,32.0,5,reg,robust,0
AngristLangOreopoulos_2009,33.0,5,reg,robust,0
AngristLangOreopoulos_2009,34.0,5,reg,robust,0
AngristLangOreopoulos_2009,35.0,5,reg,robust,0
AngristLangOreopoulos_2009,36.0,5,reg,robust,0
AngristLangOreopoulos_2009,37.0,6,reg,robust,0
AngristLangOreopoulos_2009,38.0,6,reg,robust,0
AngristLangOreopoulos_2009,39.0,6,reg,robust,0
AngristLangOreopoulos_2009,40.0,6,reg,robust,0
AngristLangOreopoulos_2009,41.0,6,reg,robust,0
AngristLangOreopoulos_2009,42.0,6,reg,robust,0
AngristLangOreopoulos_2009,43.0,6,reg,robust,0
AngristLangOreopoulos_2009,44.0,6,reg,robust,0
AngristLangOreopoulos_2009,45.0,6,reg,robust,0
AngristLangOreopoulos_2009,46.0,6,reg,robust,0
AngristLangOreopoulos_2009,47.0,6,reg,robust,0
AngristLangOreopoulos_2009,48.0,6,reg,robust,0
AngristLangOreopoulos_2009,49.0,6,reg,robust,0
AngristLangOreopoulos_2009,50.0,6,reg,robust,0
AngristLangOreopoulos_2009,51.0,6,reg,robust,0
AngristLangOreopoulos_2009,52.0,6,reg,robust,0
AngristLangOreopoulos_2009,53.0,6,reg,robust,0
AngristLangOreopoulos_2009,54.0,6,reg,robust,0
AngristLangOreopoulos_2009,55.0,6,reg,robust,0
AngristLangOreopoulos_2009,56.0,6,reg,robust,0
AngristLangOreopoulos_2009,57.0,6,reg,robust,0
AngristLangOreopoulos_2009,58.0,6,reg,robust,0
AngristLangOreopoulos_2009,59.0,6,reg,robust,0
AngristLangOreopoulos_2009,60.0,6,reg,robust,0
AngristLangOreopoulos_2009,61.0,7,reg,cluster,0
AngristLangOreopoulos_2009,62.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,63.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,64.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,65.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,66.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,67.0,7,reg,cluster,0
AngristLangOreopoulos_2009,68.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,69.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,70.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,71.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,72.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,73.0,7,reg,cluster,0
AngristLangOreopoulos_2009,74.0,7,reg,cluster,0
AngristLangOreopoulos_2009,75.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,76.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,77.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,78.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,79.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,80.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,81.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,82.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,83.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,84.0,7,qreg,bootstrap,0
AngristLangOreopoulos_2009,85.0,8,ivreg,cluster,0
AngristLangOreopoulos_2009,86.0,8,ivreg,cluster,0
AngristLavy_2009,1.0,2,reg,brl,0
AngristLavy_2009,2.0,2,logit,brl,0
AngristLavy_2009,3.0,2,reg,brl,0
AngristLavy_2009,4.0,2,logit,brl,0
AngristLavy_2009,5.0,2,reg,brl,0
AngristLavy_2009,6.0,2,logit,brl,0
AngristLavy_2009,7.0,2,reg,brl,0
AngristLavy_2009,8.0,2,logit,brl,0
AngristLavy_2009,9.0,2,reg,brl,0
AngristLavy_2009,10.0,2,logit,brl,0
AngristLavy_2009,11.0,2,reg,brl,0
AngristLavy_2009,12.0,2,logit,brl,0
AngristLavy_2009,13.0,2,reg,brl,0
AngristLavy_2009,14.0,2,logit,brl,0
AngristLavy_2009,15.0,2,reg,brl,0
AngristLavy_2009,16.0,2,logit,brl,0
AngristLavy_2009,17.0,4,logit,brl,0
AngristLavy_2009,18.0,4,logit,brl,0
AngristLavy_2009,19.0,4,logit,brl,0
AngristLavy_2009,20.0,4,logit,brl,0
AngristLavy_2009,21.0,4,logit,brl,0
AngristLavy_2009,22.0,4,logit,brl,0
AngristLavy_2009,23.0,4,logit,brl,0
AngristLavy_2009,24.0,4,logit,brl,0
AngristLavy_2009,25.0,4,logit,brl,0
AngristLavy_2009,26.0,4,logit,brl,0
AngristLavy_2009,27.0,4,logit,brl,0
AngristLavy_2009,28.0,4,logit,brl,0
AngristLavy_2009,29.0,4,logit,brl,0
AngristLavy_2009,30.0,4,logit,brl,0
AngristLavy_2009,31.0,4,logit,brl,0
AngristLavy_2009,32.0,4,logit,brl,0
AngristLavy_2009,33.0,5,logit,robust,0
AngristLavy_2009,34.0,5,logit,robust,0
AngristLavy_2009,35.0,5,logit,robust,0
AngristLavy_2009,36.0,5,logit,robust,0
AngristLavy_2009,37.0,5,logit,robust,0
AngristLavy_2009,38.0,5,logit,robust,0
AngristLavy_2009,39.0,5,logit,robust,0
AngristLavy_2009,40.0,5,logit,robust,0
AngristLavy_2009,41.0,5,logit,robust,0
AngristLavy_2009,42.0,5,logit,robust,0
AngristLavy_2009,43.0,5,logit,robust,0
AngristLavy_2009,44.0,5,logit,robust,0
AngristLavy_2009,45.0,5,logit,robust,0
AngristLavy_2009,46.0,5,logit,robust,0
AngristLavy_2009,47.0,5,logit,robust,0
AngristLavy_2009,48.0,5,logit,robust,0
AngristLavy_2009,49.0,5,logit,robust,0
AngristLavy_2009,50.0,5,logit,robust,0
AngristLavy_2009,51.0,5,logit,robust,0
AngristLavy_2009,52.0,5,logit,robust,0
AngristLavy_2009,53.0,5,logit,robust,0
AngristLavy_2009,54.0,5,logit,robust,0
AngristLavy_2009,55.0,5,logit,robust,0
AngristLavy_2009,56.0,5,logit,robust,0
AngristLavy_2009,57.0,5,logit,robust,0
AngristLavy_2009,58.0,5,logit,robust,0
AngristLavy_2009,59.0,5,logit,robust,0
AngristLavy_2009,60.0,5,logit,robust,0
AngristLavy_2009,61.0,5,logit,robust,0
AngristLavy_2009,62.0,5,logit,robust,0
AngristLavy_2009,63.0,5,logit,robust,0
AngristLavy_2009,64.0,5,logit,robust,0
AngristLavy_2009,65.0,5,logit,robust,0
AngristLavy_2009,66.0,5,logit,robust,0
AngristLavy_2009,67.0,5,logit,robust,0
AngristLavy_2009,68.0,5,logit,robust,0
AngristLavy_2009,69.0,5,logit,robust,0
AngristLavy_2009,70.0,5,logit,robust,0
AngristLavy_2009,71.0,5,logit,robust,0
AngristLavy_2009,72.0,5,logit,robust,0
AngristLavy_2009,73.0,5,logit,robust,0
AngristLavy_2009,74.0,5,logit,robust,0
AngristLavy_2009,75.0,5,logit,robust,0
AngristLavy_2009,76.0,5,logit,robust,0
AngristLavy_2009,77.0,5,logit,robust,0
AngristLavy_2009,78.0,5,logit,robust,0
AngristLavy_2009,79.0,5,logit,robust,0
AngristLavy_2009,80.0,5,logit,robust,0
AngristLavy_2009,81.0,6,logit,brl,0
AngristLavy_2009,82.0,6,logit,brl,0
AngristLavy_2009,83.0,6,logit,brl,0
AngristLavy_2009,84.0,6,logit,brl,0
AngristLavy_2009,85.0,6,logit,brl,0
AngristLavy_2009,86.0,6,logit,brl,0
AngristLavy_2009,87.0,6,logit,brl,0
AngristLavy_2009,88.0,6,logit,brl,0
AngristLavy_2009,89.0,6,logit,brl,0
AngristLavy_2009,90.0,6,logit,brl,0
AngristLavy_2009,91.0,6,logit,brl,0
AngristLavy_2009,92.0,6,logit,brl,0
AngristLavy_2009,93.0,6,logit,brl,0
AngristLavy_2009,94.0,6,logit,brl,0
AngristLavy_2009,95.0,6,logit,brl,0
AngristLavy_2009,96.0,6,logit,brl,0
AngristLavy_2009,97.0,6,logit,robust,0
AngristLavy_2009,98.0,6,logit,robust,0
AngristLavy_2009,99.0,6,logit,robust,0
AngristLavy_2009,100.0,6,logit,robust,0
AngristLavy_2009,101.0,6,logit,robust,0
AngristLavy_2009,102.0,6,logit,robust,0
AngristLavy_2009,103.0,6,logit,robust,0
AngristLavy_2009,104.0,6,logit,robust,0
AngristLavy_2009,105.0,6,logit,robust,0
AngristLavy_2009,106.0,6,logit,robust,0
AngristLavy_2009,107.0,6,logit,robust,0
AngristLavy_2009,108.0,6,logit,robust,0
AngristLavy_2009,109.0,6,logit,robust,0
AngristLavy_2009,110.0,6,logit,robust,0
AngristLavy_2009,111.0,6,logit,robust,0
AngristLavy_2009,112.0,6,logit,robust,0
AngristLavy_2009,113.0,7,logit,robust,0
AngristLavy_2009,114.0,7,logit,robust,0
AngristLavy_2009,115.0,7,logit,robust,0
AngristLavy_2009,116.0,7,logit,robust,0
AngristLavy_2009,117.0,7,logit,robust,0
AngristLavy_2009,118.0,7,logit,robust,0
AngristLavy_2009,119.0,7,logit,robust,0
AngristLavy_2009,120.0,7,logit,robust,0
AngristLavy_2009,121.0,7,logit,robust,0
AngristLavy_2009,122.0,7,logit,robust,0
AngristLavy_2009,123.0,7,logit,robust,0
AngristLavy_2009,124.0,7,logit,robust,0
AngristLavy_2009,125.0,7,logit,robust,0
AngristLavy_2009,126.0,7,logit,robust,0
AngristLavy_2009,127.0,7,logit,robust,0
AngristLavy_2009,128.0,7,logit,robust,0
AngristLavy_2009,129.0,7,logit,robust,0
AngristLavy_2009,130.0,7,logit,robust,0
AngristLavy_2009,131.0,7,logit,robust,0
AngristLavy_2009,132.0,7,logit,robust,0
AngristLavy_2009,133.0,7,logit,robust,0
AngristLavy_2009,134.0,7,logit,robust,0
AngristLavy_2009,135.0,7,logit,robust,0
AngristLavy_2009,136.0,7,logit,robust,0
AngristLavy_2009,137.0,7,logit,robust,0
AngristLavy_2009,138.0,7,logit,robust,0
AngristLavy_2009,139.0,7,logit,robust,0
AngristLavy_2009,140.0,7,logit,robust,0
AngristLavy_2009,141.0,7,logit,robust,0
AngristLavy_2009,142.0,7,logit,robust,0
AngristLavy_2009,143.0,7,logit,brl,0
AngristLavy_2009,144.0,7,logit,brl,0
AngristLavy_2009,145.0,7,logit,brl,0
AngristLavy_2009,146.0,7,logit,brl,0
AngristLavy_2009,147.0,7,logit,brl,0
AngristLavy_2009,148.0,7,logit,brl,0
AngristLavy_2009,149.0,7,logit,brl,0
AngristLavy_2009,150.0,7,logit,brl,0
AngristLavy_2009,151.0,7,logit,brl,0
AngristLavy_2009,152.0,7,logit,brl,0
AngristLavy_2009,153.0,7,logit,brl,0
AngristLavy_2009,154.0,7,logit,brl,0
AngristLavy_2009,155.0,7,logit,brl,0
AngristLavy_2009,156.0,7,logit,brl,0
AngristLavy_2009,157.0,7,logit,brl,0
AngristLavy_2009,158.0,7,logit,brl,0
AngristLavy_2009,159.0,7,logit,brl,0
AngristLavy_2009,160.0,7,logit,brl,0
AngristLavy_2009,161.0,7,logit,brl,0
AngristLavy_2009,162.0,7,logit,brl,0
AngristLavy_2009,163.0,7,logit,brl,0
AngristLavy_2009,164.0,7,logit,brl,0
AngristLavy_2009,165.0,7,logit,brl,0
AngristLavy_2009,166.0,7,logit,brl,0
AngristLavy_2009,167.0,7,logit,brl,0
AngristLavy_2009,168.0,7,logit,brl,0
AngristLavy_2009,169.0,7,logit,brl,0
AngristLavy_2009,170.0,7,logit,brl,0
AngristLavy_2009,171.0,7,logit,brl,0
AngristLavy_2009,172.0,7,logit,brl,0
AngristLavy_2009,173.0,105,logit,brl,0
AngristLavy_2009,174.0,105,logit,brl,0
AngristLavy_2009,175.0,105,logit,brl,0
AngristLavy_2009,176.0,105,logit,brl,0
AngristLavy_2009,177.0,105,logit,brl,0
AngristLavy_2009,178.0,105,logit,brl,0
AngristLavy_2009,179.0,105,logit,brl,0
AngristLavy_2009,180.0,105,logit,brl,0
AshrafBerryShapiro_2010,1.0,2,reg,default,0
AshrafBerryShapiro_2010,2.0,2,reg,default,0
AshrafBerryShapiro_2010,3.0,2,reg,default,0
AshrafBerryShapiro_2010,4.0,3,regress,default,0
AshrafBerryShapiro_2010,5.0,3,regress,default,0
AshrafBerryShapiro_2010,6.0,3,regress,default,0
AshrafBerryShapiro_2010,7.0,3,regress,default,0
AshrafBerryShapiro_2010,8.0,4,regress,default,0
AshrafBerryShapiro_2010,9.0,4,reg,default,1
AshrafBerryShapiro_2010,10.0,4,regress,default,0
AshrafBerryShapiro_2010,11.0,4,reg,default,1
AshrafBerryShapiro_2010,12.0,4,regress,default,0
AshrafBerryShapiro_2010,13.0,4,reg,default,1
AshrafBerryShapiro_2010,14.0,4,regress,default,0
AshrafBerryShapiro_2010,15.0,4,reg,default,1
AshrafBerryShapiro_2010,16.0,5,regress,default,0
AshrafBerryShapiro_2010,17.0,5,regress,default,0
AshrafBerryShapiro_2010,18.0,5,regress,default,0
AshrafBerryShapiro_2010,19.0,5,regress,default,0
AshrafBerryShapiro_2010,20.0,5,regress,default,0
AshrafBerryShapiro_2010,21.0,103,probit,default,0
AshrafBerryShapiro_2010,22.0,103,probit,default,0
AshrafBerryShapiro_2010,23.0,103,probit,default,0
AshrafBerryShapiro_2010,24.0,103,probit,default,0
AshrafBerryShapiro_2010,25.0,103,probit,default,0
AshrafBerryShapiro_2010,26.0,103,reg,default,0
AshrafBerryShapiro_2010,27.0,103,regress,default,0
AshrafBerryShapiro_2010,28.0,103,reg,default,0
AshrafBerryShapiro_2010,29.0,103,regress,default,0
AshrafBerryShapiro_2010,30.0,103,reg,default,0
AshrafBerryShapiro_2010,31.0,103,ate,default,0
AshrafBerryShapiro_2010,32.0,103,ate,default,0
AshrafBerryShapiro_2010,33.0,103,ate,default,0
AshrafBerryShapiro_2010,34.0,103,ate,default,0
AshrafBerryShapiro_2010,35.0,103,reg,default,0
AshrafBerryShapiro_2010,36.0,103,reg,default,0
AshrafBerryShapiro_2010,37.0,103,reg,default,0
AshrafBerryShapiro_2010,38.0,103,reg,default,0
AshrafBerryShapiro_2010,39.0,103,reg,default,0
AshrafBerryShapiro_2010,40.0,103,oprobit,default,0
AshrafBerryShapiro_2010,41.0,103,oprobit,default,0
AshrafBerryShapiro_2010,42.0,103,oprobit,default,0
AshrafBerryShapiro_2010,43.0,103,oprobit,default,0
Ashraf_2009,1.0,3,reg,bootstrap,0
Ashraf_2009,2.0,3,reg,bootstrap,0
Ashraf_2009,3.0,4,reg,bootstrap,1
Ashraf_2009,4.0,4,reg,bootstrap,1
Ashraf_2009,5.0,3,reg,bootstrap,0
Ashraf_2009,6.0,3,reg,bootstrap,0
Ashraf_2009,7.0,4,reg,bootstrap,1
Ashraf_2009,8.0,4,reg,bootstrap,1
Ashraf_2009,9.0,3,reg,bootstrap,0
Ashraf_2009,10.0,3,reg,bootstrap,0
Ashraf_2009,11.0,4,reg,bootstrap,1
Ashraf_2009,12.0,4,reg,bootstrap,1
Ashraf_2009,13.0,3,reg,bootstrap,0
Ashraf_2009,14.0,3,reg,bootstrap,0
Ashraf_2009,15.0,4,reg,bootstrap,1
Ashraf_2009,16.0,4,reg,bootstrap,1
Ashraf_2009,17.0,3,reg,bootstrap,0
Ashraf_2009,18.0,3,reg,bootstrap,0
Ashraf_2009,19.0,4,reg,bootstrap,1
Ashraf_2009,20.0,4,reg,bootstrap,1
Ashraf_2009,21.0,3,reg,bootstrap,0
Ashraf_2009,22.0,3,reg,bootstrap,0
Ashraf_2009,23.0,4,reg,bootstrap,1
Ashraf_2009,24.0,4,reg,bootstrap,1
Ashraf_2009,25.0,103,reg,bootstrap,0
Ashraf_2009,26.0,103,reg,bootstrap,1
Ashraf_2009,27.0,103,reg,bootstrap,0
Ashraf_2009,28.0,103,reg,bootstrap,1
Ashraf_2009,29.0,103,reg,bootstrap,0
Ashraf_2009,30.0,103,reg,bootstrap,1
Ashraf_2009,31.0,103,reg,bootstrap,0
