paper,coefficient number,regression number,original p-value,randomization inference p-value,reported treatment effect indicator,leverage
AshrafBerryShapiro_2010,187.0,28.0,0.0416419149230632,0.040995900409959,0,
AshrafBerryShapiro_2010,188.0,29.0,0.0452392116486197,0.0411958804119588,1,0.0140173818725871
AshrafBerryShapiro_2010,189.0,29.0,0.3421645731599101,0.3387661233876612,0,
AshrafBerryShapiro_2010,190.0,29.0,0.0906398178469119,0.0815918408159184,0,
AshrafBerryShapiro_2010,191.0,29.0,0.4793972667311277,0.4795520447955204,0,
AshrafBerryShapiro_2010,192.0,29.0,0.7376893980327416,0.7414258574142586,0,
AshrafBerryShapiro_2010,193.0,29.0,0.2845278839148169,0.2835716428357164,0,
AshrafBerryShapiro_2010,194.0,29.0,0.9745045849138548,0.977002299770023,0,
AshrafBerryShapiro_2010,195.0,29.0,0.1146451594783959,0.1120240480961923,0,
AshrafBerryShapiro_2010,196.0,30.0,0.4554456658574167,0.4575542445755424,1,0.0223241559715929
AshrafBerryShapiro_2010,197.0,30.0,0.5864216436338343,0.5817418258174183,0,
AshrafBerryShapiro_2010,198.0,30.0,0.7217698227957853,0.7234276572342766,0,
AshrafBerryShapiro_2010,199.0,30.0,0.031935822431956,0.0337966203379662,0,
AshrafBerryShapiro_2010,200.0,30.0,0.5952563304942255,0.5961403859614038,0,
AshrafBerryShapiro_2010,201.0,30.0,0.2280654151634529,0.2267773222677732,0,
AshrafBerryShapiro_2010,202.0,31.0,0.3655204945166456,0.3823617638236176,1,0.0234067931825785
AshrafBerryShapiro_2010,203.0,32.0,0.0102909145096046,0.012625250501002,1,0.0066534817570983
AshrafBerryShapiro_2010,204.0,33.0,0.4669295538382753,0.476952304769523,1,0.0232450861923036
AshrafBerryShapiro_2010,205.0,34.0,0.0303942336164645,0.0314723864889245,1,0.0067030353579176
AshrafBerryShapiro_2010,206.0,35.0,1.085893449326796e-12,9.999000099990002e-05,1,0.0031601978301251
AshrafBerryShapiro_2010,207.0,36.0,0.0181788124688464,0.0180981901809819,1,0.012020045955853
AshrafBerryShapiro_2010,208.0,36.0,0.118785136022408,0.1142885711428857,0,
AshrafBerryShapiro_2010,209.0,36.0,0.0850535336903814,0.0831916808319168,0,
AshrafBerryShapiro_2010,210.0,36.0,0.204851160390719,0.2060793920607939,0,
AshrafBerryShapiro_2010,211.0,36.0,0.1024211168617855,0.1055894410558944,0,
AshrafBerryShapiro_2010,212.0,36.0,0.7848184756039351,0.7827217278272173,0,
AshrafBerryShapiro_2010,213.0,36.0,0.6347132611307865,0.627037296270373,0,
AshrafBerryShapiro_2010,214.0,36.0,0.2053109556800239,0.2171909436986575,0,
AshrafBerryShapiro_2010,215.0,37.0,0.2715680265866183,0.2700729927007299,1,0.0213800297540695
AshrafBerryShapiro_2010,216.0,37.0,0.3051353497126857,0.301969803019698,0,
AshrafBerryShapiro_2010,217.0,37.0,0.0851612053031278,0.0888911108889111,0,
AshrafBerryShapiro_2010,218.0,37.0,0.0086253905037648,0.0094990500949905,0,
AshrafBerryShapiro_2010,219.0,37.0,0.4979707282605896,0.498950104989501,0,
AshrafBerryShapiro_2010,220.0,37.0,0.0829076731093945,0.0822917708229177,0,
AshrafBerryShapiro_2010,221.0,38.0,0.0382073287233989,0.0363963603639636,1,0.0122274740351404
AshrafBerryShapiro_2010,222.0,38.0,0.3582576208703882,0.3523647635236476,0,
AshrafBerryShapiro_2010,223.0,38.0,0.0814880900125186,0.0736926307369263,0,
AshrafBerryShapiro_2010,224.0,38.0,0.4284963987427149,0.4236576342365763,0,
AshrafBerryShapiro_2010,225.0,38.0,0.6510447303515127,0.651034896510349,0,
AshrafBerryShapiro_2010,226.0,38.0,0.3704882268974711,0.372962703729627,0,
AshrafBerryShapiro_2010,227.0,38.0,0.8544681419692077,0.8526147385261473,0,
AshrafBerryShapiro_2010,228.0,38.0,0.0956358908123387,0.0951808436028454,0,
AshrafBerryShapiro_2010,229.0,39.0,0.6670844981331326,0.668933106689331,1,0.0212564001161045
AshrafBerryShapiro_2010,230.0,39.0,0.6030289622805824,0.6036396360363964,0,
AshrafBerryShapiro_2010,231.0,39.0,0.9260260362122438,0.923007699230077,0,
AshrafBerryShapiro_2010,232.0,39.0,0.0681896078484525,0.068993100689931,0,
AshrafBerryShapiro_2010,233.0,39.0,0.48685247896096,0.4856514348565143,0,
AshrafBerryShapiro_2010,234.0,39.0,0.1782959155480162,0.1755824417558244,0,
